Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Lysine Catabolism	2/12	0.1418282966614446	0.6246819358571492	0	0	3.3885098743267505	6.61822784440176	CRYM;AASS
Organic Anion Transporters	2/12	0.1418282966614446	0.6246819358571492	0	0	3.3885098743267505	6.61822784440176	SLC17A6;SLC17A8
Pregnenolone Biosynthesis	2/12	0.1418282966614446	0.6246819358571492	0	0	3.3885098743267505	6.61822784440176	FDX1;FDXR
Reversible Hydration of Carbon Dioxide	2/12	0.1418282966614446	0.6246819358571492	0	0	3.3885098743267505	6.61822784440176	CA2;CA4
Signaling by PDGFRA Extracellular Domain Mutants	2/12	0.1418282966614446	0.6246819358571492	0	0	3.3885098743267505	6.61822784440176	STAT1;KRAS
Signaling by PDGFRA Transmembrane, Juxtamembrane and Kinase Domain Mutants	2/12	0.1418282966614446	0.6246819358571492	0	0	3.3885098743267505	6.61822784440176	STAT1;KRAS
Specification of Primordial Germ Cells	2/12	0.1418282966614446	0.6246819358571492	0	0	3.3885098743267505	6.61822784440176	BMP4;CBFA2T2
TP53 Regulates Transcription of Caspase Activators and Caspases	2/12	0.1418282966614446	0.6246819358571492	0	0	3.3885098743267505	6.61822784440176	PIDD1;CASP6
Stimuli-sensing Channels	9/107	0.14314031626546597	0.6286947224208702	0	0	1.5584868093578894	3.0295891030880537	UNC80;RYR2;ANO1;TRPC3;TRPC4;SCNN1A;STOM;SGK1;TRPM4
Chondroitin Sulfate Dermatan Sulfate Metabolism	5/50	0.14502805831958512	0.6352066911874567	0	0	1.884088408840884	3.6378507477709543	VCAN;GPC3;CHSY3;GPC4;HSPG2
G-protein Activation	3/24	0.14729701130652137	0.6390913674748551	0	0	2.4211269413425747	4.63719470979243	GNG2;GNG4;GNG11
Growth Hormone Receptor Signaling	3/24	0.14729701130652137	0.6390913674748551	0	0	2.4211269413425747	4.63719470979243	SOCS2;IRS1;STAT1
Thromboxane Signalling Through TP Receptor	3/24	0.14729701130652137	0.6390913674748551	0	0	2.4211269413425747	4.63719470979243	GNG2;GNG4;GNG11
Cellular Responses to Stimuli	57/887	0.14754532846039384	0.6390913674748551	0	0	1.1707771596300216	2.24042239950172	CDKN1A;SLC46A1;ACADVL;MRE11;MT-CO1;NR3C1;AREG;RPL9;HERPUD1;SESN1;CREB3L1;AKT3;SESN2;KDR;RPL35;ATP6V1E1;ANXA2;PDIA6;CCNA1;MMP14;RRAGD;TERF2IP;MT-CO2;SQSTM1;ATF3;FKBP5;PPP1R15A;HSPA4L;PDGFA;RPS27L;COX7A2;TXN;RPS4Y1;ADCY8;GNG2;GNG4;LMNA;STAP2;DYNC1I1;EGLN3;NUP155;HSPA5;STAT1;NDUFA4;TXNRD2;NOS3;H1-0;GNG11;FABP1;CDK6;GSTA1;BCL2;NOX4;HYOU1;RPL22L1;CALR;BCL2L1
Ion Channel Transport	14/184	0.14854531754623057	0.6416502972795856	0	0	1.3985053912672147	2.666761260707215	RYR2;TRPC3;TRPC4;ATP10D;ATP2B4;ATP11B;ATP1B3;UNC80;ANO1;SCNN1A;STOM;ATP6V1E1;SGK1;TRPM4
Gene and Protein Expression by JAK-STAT Signaling After Interleukin-12 Stimulation	4/37	0.14942188124339287	0.6419000268209316	0	0	2.054828864181382	3.9061917719738877	ANXA2;GSTO1;GSTA2;MSN
Glutathione Conjugation	4/37	0.14942188124339287	0.6419000268209316	0	0	2.054828864181382	3.9061917719738877	GSTA4;GSTO1;GSTA2;GSTA1
Signaling by MET	7/79	0.1512035446645509	0.6477791203115187	0	0	1.6491834485522492	3.1155192432316436	COL2A1;COL24A1;LAMB3;ITGA3;LAMB2;KRAS;TNS3
EPH-ephrin Mediated Repulsion of Cells	5/51	0.15390776097708472	0.6487164923171921	0	0	1.8430321292998866	3.449053663964427	EFNB2;CLTCL1;EFNA5;DNM1;EPHA2
IRE1alpha Activates Chaperones	5/51	0.15390776097708472	0.6487164923171921	0	0	1.8430321292998866	3.449053663964427	ACADVL;HSPA5;LMNA;HYOU1;PDIA6
Neurotransmitter Release Cycle	5/51	0.15390776097708472	0.6487164923171921	0	0	1.8430321292998866	3.449053663964427	SLC5A7;MAOA;STXBP1;SLC1A3;GAD2
Signaling by GPCR	46/706	0.15406699156426876	0.6487164923171921	0	0	1.1870631549136221	2.22024465522187	DGKG;GLP1R;APP;CXCL6;PLPPR1;DGKD;PDE1C;RGS16;IHH;GPR83;PTH1R;ADCY8;RASGRP1;SHH;PDE11A;CYSLTR2;GRM4;GNG2;GRK5;CNR1;GNG4;AKT3;PSAP;P2RY1;PENK;PRLHR;GAST;RGS9;GPR39;GABBR2;CASR;TRPC3;FZD7;F2;RHOC;WNT16;GNG11;GIP;ARHGEF9;KEL;NBEA;MT-RNR2;APLNR;F2RL1;KRAS;RAMP1
Drug ADME	9/109	0.15487339310053364	0.6487164923171921	0	0	1.5271544715447154	2.8483680615005182	GLYATL2;ABCB1;GSTA2;UGT2B15;GSTA1;UGT2A3;UGT3A1;CYP2E1;UGT2B7
Metabolism of Steroids	12/155	0.15741254207404748	0.6487164923171921	0	0	1.4245211310428703	2.633776126537072	CH25H;OSBPL6;INSIG2;SAR1B;SRD5A1;SLC10A2;FDX1;AKR1D1;FDXR;HSD17B4;AKR1C2;ACACB
Amyloid Fiber Formation	7/80	0.15828465919137533	0.6487164923171921	0	0	1.6265054288078857	2.9982354156685074	APP;FURIN;APOE;TGFBI;MFGE8;HSPG2;SNCA
Post NMDA Receptor Activation Events	7/80	0.15828465919137533	0.6487164923171921	0	0	1.6265054288078857	2.9982354156685074	DLG2;ERBB4;DLG4;KRAS;ADCY8;PRKAB1;NRGN
Apoptotic Cleavage of Cellular Proteins	4/38	0.16011638986827273	0.6487164923171921	0	0	1.9942869234024545	3.65324305916782	CASP6;LMNA;CLSPN;DSG3
Cooperation of PDCL (PhLP1) and TRiC CCT in G-protein Beta Folding	4/38	0.16011638986827273	0.6487164923171921	0	0	1.9942869234024545	3.65324305916782	GNG2;GNG4;RGS9;GNG11
Inactivation of CSF3 (G-CSF) Signaling	3/25	0.16085680051138304	0.6487164923171921	0	0	2.3109531977456506	4.222667848716651	SYK;STAT1;TYK2
NOTCH3 Intracellular Domain Regulates Transcription	3/25	0.16085680051138304	0.6487164923171921	0	0	2.3109531977456506	4.222667848716651	KAT2B;PLXND1;STAT1
Signaling by NTRK2 (TRKB)	3/25	0.16085680051138304	0.6487164923171921	0	0	2.3109531977456506	4.222667848716651	NTRK2;NTF3;KRAS
Diseases Associated With Visual Transduction	2/13	0.161698053923275	0.6487164923171921	0	0	3.0803003101028237	5.612382778919541	NAPEPLD;LRAT
Diseases of the Neuronal System	2/13	0.161698053923275	0.6487164923171921	0	0	3.0803003101028237	5.612382778919541	NAPEPLD;LRAT
Downregulation of ERBB2 ERBB3 Signaling	2/13	0.161698053923275	0.6487164923171921	0	0	3.0803003101028237	5.612382778919541	AKT3;RNF41
ERKs Are Inactivated	2/13	0.161698053923275	0.6487164923171921	0	0	3.0803003101028237	5.612382778919541	DUSP4;DUSP6
GRB2 Events in EGFR Signaling	2/13	0.161698053923275	0.6487164923171921	0	0	3.0803003101028237	5.612382778919541	KRAS;AREG
Purine Salvage	2/13	0.161698053923275	0.6487164923171921	0	0	3.0803003101028237	5.612382778919541	GMPR;AMPD3
Retinoid Cycle Disease Events	2/13	0.161698053923275	0.6487164923171921	0	0	3.0803003101028237	5.612382778919541	NAPEPLD;LRAT
Synthesis of Bile Acids and Bile Salts via 24-Hydroxycholesterol	2/13	0.161698053923275	0.6487164923171921	0	0	3.0803003101028237	5.612382778919541	AKR1D1;AKR1C2
Alpha-Linolenic (Omega3) and Linoleic (Omega6) Acid Metabolism	2/13	0.161698053923275	0.6487164923171921	0	0	3.0803003101028237	5.612382778919541	ACSL1;HSD17B4
Alpha-Linolenic Acid (ALA) Metabolism	2/13	0.161698053923275	0.6487164923171921	0	0	3.0803003101028237	5.612382778919541	ACSL1;HSD17B4
p38MAPK Events	2/13	0.161698053923275	0.6487164923171921	0	0	3.0803003101028237	5.612382778919541	RALB;KRAS
Apoptotic Execution Phase	5/52	0.16300656758480464	0.6487164923171921	0	0	1.8037229254840377	3.271889872433238	CASP6;LMNA;DSG3;CLSPN;H1-0
Aquaporin-mediated Transport	5/52	0.16300656758480464	0.6487164923171921	0	0	1.8037229254840377	3.271889872433238	GNG2;GNG4;ADCY8;GNG11;AQP1
IRS-related Events Triggered by IGF1R	5/52	0.16300656758480464	0.6487164923171921	0	0	1.8037229254840377	3.271889872433238	FGF9;IRS1;FGF19;KRAS;GAB2
Signaling by FGFR1	5/52	0.16300656758480464	0.6487164923171921	0	0	1.8037229254840377	3.271889872433238	TGFBR3;SPRED2;FGF9;SPRY2;KRAS
Formation of Fibrin Clot (Clotting Cascade)	4/39	0.17108076085719048	0.677410689454734	0	0	1.9372045220966083	3.4203661731850663	FGB;THBD;F2;F5
Platelet Aggregation (Plug Formation)	4/39	0.17108076085719048	0.677410689454734	0	0	1.9372045220966083	3.4203661731850663	FGB;SYK;F2;RASGRP1
IGF1R Signaling Cascade	5/53	0.1723146227074114	0.6805776534136552	0	0	1.766051605160516	3.105483901406424	FGF9;IRS1;FGF19;KRAS;GAB2
Interleukin-4 and Interleukin-13 Signaling	9/112	0.17331774191848792	0.6822001980015384	0	0	1.4824374457336806	2.5981624290477723	CDKN1A;CCND1;MAOA;STAT1;LIF;BCL2;RHOU;TYK2;BCL2L1
Endogenous Sterols	3/26	0.1747744565307386	0.6822001980015384	0	0	2.210359779678894	3.855439841964575	FDX1;FDXR;CYP1B1
MAPK1 MAPK3 Signaling	19/271	0.18172912281970277	0.6822001980015384	0	0	1.28057762150743	2.183689669183884	RET;DUSP4;FGB;DUSP5;IRS1;PDGFA;TYK2;AREG;RASGRP1;DUSP6;SPRED2;DLG2;FGF9;RASGEF1A;DLG4;ERBB4;FGF19;KRAS;BCL2L1
Insulin Receptor Signalling Cascade	5/54	0.18182176197469885	0.6822001980015384	0	0	1.7299178897481584	2.9490401590402238	FGF9;IRS1;FGF19;KRAS;GAB2
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	5/54	0.18182176197469885	0.6822001980015384	0	0	1.7299178897481584	2.9490401590402238	FGF9;IRS1;FGF19;KRAS;GAB2
AKT Phosphorylates Targets in the Cytosol	2/14	0.18202387214773985	0.6822001980015384	0	0	2.8234590065828846	4.810093990226761	CDKN1A;AKT3
FGFR1c Ligand Binding and Activation	2/14	0.18202387214773985	0.6822001980015384	0	0	2.8234590065828846	4.810093990226761	TGFBR3;FGF9
FGFR4 Ligand Binding and Activation	2/14	0.18202387214773985	0.6822001980015384	0	0	2.8234590065828846	4.810093990226761	FGF9;FGF19
Formation of Axial Mesoderm	2/14	0.18202387214773985	0.6822001980015384	0	0	2.8234590065828846	4.810093990226761	FOXA1;SHH
Glutamate and Glutamine Metabolism	2/14	0.18202387214773985	0.6822001980015384	0	0	2.8234590065828846	4.810093990226761	GLUD2;RIMKLB
Glycogen Synthesis	2/14	0.18202387214773985	0.6822001980015384	0	0	2.8234590065828846	4.810093990226761	PPP1R3C;GBE1
LGI-ADAM Interactions	2/14	0.18202387214773985	0.6822001980015384	0	0	2.8234590065828846	4.810093990226761	DLG4;LGI2
Methylation	2/14	0.18202387214773985	0.6822001980015384	0	0	2.8234590065828846	4.810093990226761	GSTO1;MAT2B
PTK6 Regulates RHO GTPases, RAS GTPase and MAP Kinases	2/14	0.18202387214773985	0.6822001980015384	0	0	2.8234590065828846	4.810093990226761	ELMO1;KRAS
Physiological Factors	2/14	0.18202387214773985	0.6822001980015384	0	0	2.8234590065828846	4.810093990226761	KAT2B;NKX2-5
RUNX3 Regulates NOTCH Signaling	2/14	0.18202387214773985	0.6822001980015384	0	0	2.8234590065828846	4.810093990226761	KAT2B;JAG1
Regulation of IFNG Signaling	2/14	0.18202387214773985	0.6822001980015384	0	0	2.8234590065828846	4.810093990226761	IFNGR1;STAT1
Repression of WNT Target Genes	2/14	0.18202387214773985	0.6822001980015384	0	0	2.8234590065828846	4.810093990226761	TCF7L2;AXIN2
SHC1 Events in EGFR Signaling	2/14	0.18202387214773985	0.6822001980015384	0	0	2.8234590065828846	4.810093990226761	KRAS;AREG
SHC1 Events in ERBB4 Signaling	2/14	0.18202387214773985	0.6822001980015384	0	0	2.8234590065828846	4.810093990226761	ERBB4;KRAS
Synthesis of Bile Acids and Bile Salts via 27-Hydroxycholesterol	2/14	0.18202387214773985	0.6822001980015384	0	0	2.8234590065828846	4.810093990226761	AKR1D1;AKR1C2
RHOU GTPase Cycle	4/40	0.18229711923638048	0.6822001980015384	0	0	1.8832933653077537	3.205586405916767	RHOU;PAK3;SRGAP2;EPHA2
O-linked Glycosylation	9/114	0.1861492381892589	0.6949571559065666	0	0	1.454045683313976	2.4445511575078904	ADAMTS16;ADAMTSL1;SEMA5B;GALNT14;GALNT5;ADAMTS18;ADAMTS9;THBS1;THSD4
Downstream Signaling of Activated FGFR4	3/27	0.18901176531340622	0.7006393570009951	0	0	2.1181491464510334	3.5287221308166856	FGF9;FGF19;KRAS
Integrin Signaling	3/27	0.18901176531340622	0.7006393570009951	0	0	2.1181491464510334	3.5287221308166856	FGB;SYK;RASGRP1
Regulation of RUNX1 Expression and Activity	3/27	0.18901176531340622	0.7006393570009951	0	0	2.1181491464510334	3.5287221308166856	CDK6;CCND1;RUNX1
Cardiac Conduction	10/130	0.18999903312007765	0.7026379338025514	0	0	1.4138034960819772	2.347954780897379	KCNK5;RYR2;KAT2B;ATP2B4;ATP1B3;KCNK16;KCNK17;CACNA1C;NKX2-5;KCNK3
Signaling by FGFR4	4/41	0.19374736758480426	0.714813817348172	0	0	1.8322963251020805	3.0071650906361596	FGF9;FGF19;SPRY2;KRAS
Pentose Phosphate Pathway	2/15	0.2026931259738093	0.7353385732794171	0	0	2.6061317497583207	4.1595482135076844	PRPS2;PGM2
Phospholipase C-mediated Cascade; FGFR4	2/15	0.2026931259738093	0.7353385732794171	0	0	2.6061317497583207	4.1595482135076844	FGF9;FGF19
Response of EIF2AK1 (HRI) to Heme Deficiency	2/15	0.2026931259738093	0.7353385732794171	0	0	2.6061317497583207	4.1595482135076844	PPP1R15A;ATF3
YAP1- and WWTR1 (TAZ)-stimulated Gene Expression	2/15	0.2026931259738093	0.7353385732794171	0	0	2.6061317497583207	4.1595482135076844	KAT2B;NKX2-5
Zinc Transporters	2/15	0.2026931259738093	0.7353385732794171	0	0	2.6061317497583207	4.1595482135076844	SLC30A8;SLC39A8
CREB1 Phosphorylation Through NMDA Receptor-Mediated Activation of RAS Signaling	3/28	0.20353121224698154	0.7353385732794171	0	0	2.0333153638814014	3.2369077415260863	DLG2;DLG4;KRAS
Caspase Activation via Extrinsic Apoptotic Signalling Pathway	3/28	0.20353121224698154	0.7353385732794171	0	0	2.0333153638814014	3.2369077415260863	TNFRSF10B;FAS;TNFRSF10A
Peroxisomal Lipid Metabolism	3/28	0.20353121224698154	0.7353385732794171	0	0	2.0333153638814014	3.2369077415260863	HSD17B4;HACL1;CROT
TRP Channels	3/28	0.20353121224698154	0.7353385732794171	0	0	2.0333153638814014	3.2369077415260863	TRPC3;TRPC4;TRPM4
RND3 GTPase Cycle	4/42	0.20541327812555227	0.7404322301169333	0	0	1.7839833396440743	2.8235663387845102	CCDC88A;TNFAIP1;PTPN13;EPHA2
Nuclear Events Mediated by NFE2L2	7/87	0.2117415575844968	0.7613488598598189	0	0	1.483633904418395	2.303176680221361	GSTA1;BCL2;PDGFA;TXN;AREG;SQSTM1;BCL2L1
ADORA2B Mediated Anti-Inflammatory Cytokines Production	4/43	0.21727657816918158	0.7613488598598189	0	0	1.7381479431839144	2.6534291581623353	GNG2;GNG4;ADCY8;GNG11
Negative Regulation of MAPK Pathway	4/43	0.21727657816918158	0.7613488598598189	0	0	1.7381479431839144	2.6534291581623353	DUSP4;DUSP5;KRAS;DUSP6
RND2 GTPase Cycle	4/43	0.21727657816918158	0.7613488598598189	0	0	1.7381479431839144	2.6534291581623353	PLXND1;TNFAIP1;PTPN13;EPHA2
Signaling by SCF-KIT	4/43	0.21727657816918158	0.7613488598598189	0	0	1.7381479431839144	2.6534291581623353	PTPRU;STAT1;KRAS;GAB2
Downregulation of ERBB2 Signaling	3/29	0.2182961589386727	0.7613488598598189	0	0	1.9550072568940493	2.9753306486241407	ERBB4;AKT3;RNF41
Downstream Signal Transduction	3/29	0.2182961589386727	0.7613488598598189	0	0	1.9550072568940493	2.9753306486241407	STAT1;PDGFA;KRAS
EGR2 and SOX10-mediated Initiation of Schwann Cell Myelination	3/29	0.2182961589386727	0.7613488598598189	0	0	1.9550072568940493	2.9753306486241407	EGR2;GJB1;PMP22
The Role of Nef in HIV-1 Replication and Disease Pathogenesis	3/29	0.2182961589386727	0.7613488598598189	0	0	1.9550072568940493	2.9753306486241407	PACS1;ELMO1;AP1S1
VEGFR2 Mediated Vascular Permeability	3/29	0.2182961589386727	0.7613488598598189	0	0	1.9550072568940493	2.9753306486241407	NOS3;AKT3;PAK3
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	5/58	0.22162956073400408	0.7613488598598189	0	0	1.5990183924052783	2.409317662688862	KAT2B;NEURL1B;JAG1;NEURL1;DLL1
Constitutive Signaling by NOTCH1 PEST Domain Mutants	5/58	0.22162956073400408	0.7613488598598189	0	0	1.5990183924052783	2.409317662688862	KAT2B;NEURL1B;JAG1;NEURL1;DLL1
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	5/58	0.22162956073400408	0.7613488598598189	0	0	1.5990183924052783	2.409317662688862	KAT2B;NEURL1B;JAG1;NEURL1;DLL1
Signaling by NOTCH1 PEST Domain Mutants in Cancer	5/58	0.22162956073400408	0.7613488598598189	0	0	1.5990183924052783	2.409317662688862	KAT2B;NEURL1B;JAG1;NEURL1;DLL1
Signaling by NOTCH1 in Cancer	5/58	0.22162956073400408	0.7613488598598189	0	0	1.5990183924052783	2.409317662688862	KAT2B;NEURL1B;JAG1;NEURL1;DLL1
CRMPs in Sema3A Signaling	2/16	0.22360431902460842	0.7613488598598189	0	0	2.4198512439086945	3.624640058964594	DPYSL3;CRMP1
Defects of Contact Activation System (CAS) and Kallikrein Kinin System (KKS)	2/16	0.22360431902460842	0.7613488598598189	0	0	2.4198512439086945	3.624640058964594	TPST1;F2
GRB2 Events in ERBB2 Signaling	2/16	0.22360431902460842	0.7613488598598189	0	0	2.4198512439086945	3.624640058964594	ERBB4;KRAS
Glycogen Storage Diseases	2/16	0.22360431902460842	0.7613488598598189	0	0	2.4198512439086945	3.624640058964594	PPP1R3C;GBE1
Heme Degradation	2/16	0.22360431902460842	0.7613488598598189	0	0	2.4198512439086945	3.624640058964594	FABP1;GSTA1
Rap1 Signalling	2/16	0.22360431902460842	0.7613488598598189	0	0	2.4198512439086945	3.624640058964594	RAP1GAP2;RASGRP1
cGMP Effects	2/16	0.22360431902460842	0.7613488598598189	0	0	2.4198512439086945	3.624640058964594	PDE11A;PDE5A
RAF MAP Kinase Cascade	18/265	0.2267857056765314	0.7613488598598189	0	0	1.2369416605827304	1.8353118613874966	RET;DUSP4;FGB;DUSP5;IRS1;PDGFA;AREG;RASGRP1;DUSP6;SPRED2;DLG2;FGF9;RASGEF1A;DLG4;ERBB4;FGF19;KRAS;BCL2L1
L1CAM Interactions	9/120	0.2269719869031983	0.7613488598598189	0	0	1.3750091554969603	2.039040504838339	NFASC;DLG4;CHL1;ITGA1;CNTN1;DCX;MSN;NRCAM;DNM1
SARS-CoV Infections	32/498	0.22757899864082057	0.7613488598598189	0	0	1.1667484915192499	1.7270886183242815	RPN2;SAR1B;SERPINE1;RPS27L;FURIN;CHD3;RPS4Y1;NR3C1;TRIM4;CTSL;AKT3;GPC3;MGAT1;GPC4;ITGA4;SYK;NUP155;IFNGR1;STAT1;HLA-B;ATP1B3;ISG15;TYK2;HSPG2;DDOST;RUNX1;ANO1;SNRPG;MASP1;ISCU;CRB3;BCL2L1
Interleukin-2 Family Signaling	4/44	0.2293190290127979	0.7613488598598189	0	0	1.6946043165467626	2.495543973516328	SYK;STAT1;INPP5D;GAB2
Netrin-1 Signaling	4/44	0.2293190290127979	0.7613488598598189	0	0	1.6946043165467626	2.495543973516328	TRPC3;TRPC4;UNC5C;DSCAML1
PI3K Cascade	4/44	0.2293190290127979	0.7613488598598189	0	0	1.6946043165467626	2.495543973516328	FGF9;IRS1;FGF19;GAB2
Cargo Recognition for Clathrin-Mediated Endocytosis	8/105	0.23192110703077254	0.7613488598598189	0	0	1.3984145297554802	2.04358428981074	VAMP8;NECAP2;SYT2;TOR1A;SYT11;CLTCL1;AREG;SLC2A8
Adherens Junctions Interactions	5/59	0.23197193702056637	0.7613488598598189	0	0	1.5693235990265693	2.2929997191703495	ZEB2;CADM2;CDH13;CDH17;AMOT
Iron Uptake and Transport	5/59	0.23197193702056637	0.7613488598598189	0	0	1.5693235990265693	2.2929997191703495	SLC46A1;STEAP3;GLRX3;CYBRD1;ATP6V1E1
RHOQ GTPase Cycle	5/59	0.23197193702056637	0.7613488598598189	0	0	1.5693235990265693	2.2929997191703495	ARHGAP33;STEAP3;ARHGEF9;STOM;SRGAP2
Metabolism of Proteins	123/2067	0.23258018390826535	0.7613488598598189	0	0	1.0793766240224782	1.5742926488191549	ERO1B;SEMA5B;APP;GALNT14;CSF1;MT-CO1;NR3C1;FBXO22;RPL9;MT-ND1;ANPEP;KIF5A;RPL35;RGS9;PDIA3;ST6GAL2;SLC30A8;IGFBP3;APLP2;NSMCE1;HLA-B;HSPG2;PDIA6;RAB32;TPST1;RAB37;FDX1;MT-CO2;SQSTM1;PSMD10;CUL9;RPN2;SAR1B;GPR119;NTM;KLHL13;TXN;RPS4Y1;PLA2G7;LTBP1;ACAT1;ADAMTS16;SOCS2;ADAMTS18;ARSJ;STC2;PENK;NEU1;APOE;IGFBP6;CLSPN;TRAPPC3;XRCC4;NUP155;MRPL27;TBCA;GNG11;BMP4;CPE;CALR;TGFBI;FBN1;PCSK2;ACHE;CPM;CDKN1A;PIGZ;CHD3;AREG;PRSS23;ADAMTSL1;TRIM4;SEC61G;TMED3;CTSH;QSOX1;HMGCS2;ADAMTS9;CTSC;CHST8;TMED9;LRRC49;PAX6;AXIN2;F2;DDOST;F5;DDB2;GIP;CCNA1;KAT2B;VCAN;PABPC1;MFGE8;PFDN4;ST6GALNAC5;MRPS36;RPS27L;FURIN;MAT2B;AFP;THBS1;THSD4;GNG2;OXCT1;GNG4;GPC3;RAB29;MGAT1;DYNC1I1;SNCA;IL33;TCF7L2;GALNT5;CDX2;GOLM1;LAMB2;KLK13;KLF4;TTLL5;GLB1;MT-RNR2;RPL22L1
Activation of BH3-only Proteins	3/30	0.23327099089486023	0.7613488598598189	0	0	1.8824997504242786	2.7400808892030573	AKT3;BCL2;BID
Programmed Cell Death	14/202	0.23866569175298738	0.7613488598598189	0	0	1.2633895818048422	1.8100474967613736	GSDMD;TNFRSF10B;TNFRSF10A;H1-0;CASP6;AKT3;LMNA;BCL2;FAS;BAX;CLSPN;DSG3;BID;BCL2L1
GPER1 Signaling	4/45	0.2415224985064908	0.7613488598598189	0	0	1.6531847692577646	2.3488327671227767	GNG2;GNG4;ADCY8;GNG11
DNA Damage Telomere Stress Induced Senescence	5/60	0.2424483608058975	0.7613488598598189	0	0	1.5407086163161772	2.1831325516800444	CCNA1;CDKN1A;MRE11;TERF2IP;H1-0
Acetylcholine Neurotransmitter Release Cycle	2/17	0.24466619420950406	0.7613488598598189	0	0	2.2584081388390187	3.17952354393644	SLC5A7;STXBP1
Biosynthesis of DHA-derived SPMs	2/17	0.24466619420950406	0.7613488598598189	0	0	2.2584081388390187	3.17952354393644	CYP1A1;CYP2E1
FOXO-mediated Transcription of Cell Cycle Genes	2/17	0.24466619420950406	0.7613488598598189	0	0	2.2584081388390187	3.17952354393644	CDKN1A;KLF4
Formation of Senescence-Associated Heterochromatin Foci (SAHF)	2/17	0.24466619420950406	0.7613488598598189	0	0	2.2584081388390187	3.17952354393644	CDKN1A;H1-0
Signaling by Activin	2/17	0.24466619420950406	0.7613488598598189	0	0	2.2584081388390187	3.17952354393644	TGFBR3;ACVR1C
The NLRP3 Inflammasome	2/17	0.24466619420950406	0.7613488598598189	0	0	2.2584081388390187	3.17952354393644	APP;TXN
Signaling by FGFR	7/91	0.24491212712729535	0.7613488598598189	0	0	1.4126840997896002	1.9874428159092041	TGFBR3;SPRED2;FGF9;FGF19;SPRY2;KRAS;POLR2H
Sphingolipid Metabolism	8/107	0.2474304989365447	0.7613488598598189	0	0	1.3700178682128141	1.913401957039577	SMPD3;UGT8;SPTLC1;GLB1;ARSJ;NEU1;PSAP;ST6GALNAC5
Cytokine Signaling in Immune System	48/776	0.2476505869509755	0.7613488598598189	0	0	1.120879120879121	1.5644518449070113	APP;CDKN1A;CSF1;IRS1;MAOA;PELI2;EBI3;IFI6;SAMHD1;EDA2R;SOCS2;CCND1;INPP5D;AKT3;IP6K2;TRIM45;SNCA;DUSP4;IKBIP;GSDMD;IL33;SYK;TNFRSF12A;NUP155;ANXA2;GSTO1;STAT1;IFNGR1;MX1;HLA-B;LIF;MSN;ISG15;LIFR;GAB2;TYK2;PTPN13;DUSP6;PDE12;GSTA2;TRIM35;BCL2;KRAS;RHOU;SQSTM1;HLA-DRB1;CRLF1;BCL2L1
Downregulation of SMAD2 3 SMAD4 Transcriptional Activity	3/31	0.24842123862876642	0.7613488598598189	0	0	1.8151713515594918	2.527861046220724	TGIF1;STAT1;SERPINE1
EGFR Downregulation	3/31	0.24842123862876642	0.7613488598598189	0	0	1.8151713515594918	2.527861046220724	SPRY2;SPRY1;AREG
Negative Regulation of FGFR4 Signaling	3/31	0.24842123862876642	0.7613488598598189	0	0	1.8151713515594918	2.527861046220724	FGF9;FGF19;SPRY2
Signaling by BMP	3/31	0.24842123862876642	0.7613488598598189	0	0	1.8151713515594918	2.527861046220724	TGFBR3;GREM2;BMPR1B
Abacavir Transmembrane Transport	1/5	0.24957481758159883	0.7613488598598189	0	0	4.233183856502242	5.875644540404561	ABCB1
Chylomicron Clearance	1/5	0.24957481758159883	0.7613488598598189	0	0	4.233183856502242	5.875644540404561	APOE
Diseases of Base Excision Repair	1/5	0.24957481758159883	0.7613488598598189	0	0	4.233183856502242	5.875644540404561	NEIL3
Diseases of Mismatch Repair (MMR)	1/5	0.24957481758159883	0.7613488598598189	0	0	4.233183856502242	5.875644540404561	MSH2
Electric Transmission Across Gap Junctions	1/5	0.24957481758159883	0.7613488598598189	0	0	4.233183856502242	5.875644540404561	GJD2
FasL CD95L Signaling	1/5	0.24957481758159883	0.7613488598598189	0	0	4.233183856502242	5.875644540404561	FAS
Ficolins Bind to Repetitive Carbohydrate Structures on the Target Cell Surface	1/5	0.24957481758159883	0.7613488598598189	0	0	4.233183856502242	5.875644540404561	MASP1
Fructose Catabolism	1/5	0.24957481758159883	0.7613488598598189	0	0	4.233183856502242	5.875644540404561	ALDH1A1
G2 Phase	1/5	0.24957481758159883	0.7613488598598189	0	0	4.233183856502242	5.875644540404561	CCNA1
Hyaluronan Biosynthesis and Export	1/5	0.24957481758159883	0.7613488598598189	0	0	4.233183856502242	5.875644540404561	CEMIP
IRAK4 Deficiency (TLR5)	1/5	0.24957481758159883	0.7613488598598189	0	0	4.233183856502242	5.875644540404561	TLR5
IRS Activation	1/5	0.24957481758159883	0.7613488598598189	0	0	4.233183856502242	5.875644540404561	IRS1
Leukotriene Receptors	1/5	0.24957481758159883	0.7613488598598189	0	0	4.233183856502242	5.875644540404561	CYSLTR2
MET Interacts With TNS Proteins	1/5	0.24957481758159883	0.7613488598598189	0	0	4.233183856502242	5.875644540404561	TNS3
